,date,content,score,version,thumbs
63,2021-10-05 15:51:56,"App horrível, não consigo criar uma conta . Péssimo",1,3.0.0,0
64,2021-10-05 15:44:29,Horrível não funciona,1,3.0.0,0
69,2021-10-05 15:13:04,"Esse aplicativo é horrível, não consigo criar minha conta. Da erro no reconhecimento facial.",1,3.0.0,0
70,2021-10-05 14:49:22,Péssimo,1,3.0.0,0
71,2021-10-05 14:47:52,"Não consigo recuperar minha senha, todas as opções que escolho, dá erro na página. Já mandei e-mail para e nada, preciso acrescentar um complemento no meu endereço do CNPJ.",1,3.0.0,0
72,2021-10-05 14:23:28,SINCERAMENTE NEM SEI O QUE DIZER A RESPEITO DO APP. SIMPLESMENTE HORRÍVEL. ACABEI DE FAZER A MINHA IMAGEM E SIMPLESMENTE NÃO FUNCIONA. ATÉ QUALQUER HORA.,1,3.0.0,0
73,2021-10-05 14:04:58,Não reconhece biometria facial.,1,3.0.0,0
74,2021-10-05 14:04:53,Como aumentar o nível de n consigo bater a foto dis q eu cancelei o reconhecimento fácil,1,3.0.0,0
75,2021-10-05 14:04:26,"Aplicativo trava logo que inicia no celular, uso um M31 e não consigo usar...",1,3.0.0,0
77,2021-10-05 13:20:18,Impossível acessar o aplicativo porque o reconhecimento facial não funciona. Sempre da erro. Não dá pra avaliar o aplicativo já que é impossível até de acessar. Coloquem biometria ou simplesmente senha!,1,3.0.0,0
78,2021-10-05 13:11:58,péssimo,1,3.0.0,0
79,2021-10-05 13:08:52,Pra que serve ? Difícil acesso.,1,3.0.0,0
80,2021-10-05 13:01:23,Nunca consegui entrar,1,2.1.5,0
81,2021-10-05 12:40:54,Ñ consegui nada pessimo,1,3.0.0,0
83,2021-10-05 11:38:20,Continuem assim! estão cumprindo bem a função de tornar o app inutilizável,1,3.0.0,0
84,2021-10-05 11:30:48,muito ruim,1,3.0.0,0
85,2021-10-05 11:00:13,"Não consigo redifinir minha senha de jeito nenhum, e dar erro direto.",1,3.0.0,0
86,2021-10-05 10:51:19,pessimo aplicativo... muitos erros e tive que repetir inumeras vezes o reconhecimento facial e tantativas de login,1,3.0.0,0
87,2021-10-05 10:17:38,Reconhecimento facial não funciona,1,3.0.0,0
89,2021-10-05 09:36:42,"Nao estou conseguindo entrar pois minha senha ja conseguir trocar mas aprece uma mensagem; "" NAO FOI POSSIVEL AUTORIZAR SEU ACESSO, VERIFIQUE SUAS CREDENCIAIS E TENTE NOVAMENTE"" Alguem por favor pode me informar oq devo fazer... pois a senha eu ja tinha e nao sabia e fui tentando cadrastar outra e acabei descobrindo q ja tinha senha mas ja conseguir fazer outra e mesmo assim essa mensagem pesiste.",1,3.0.0,0
90,2021-10-05 09:03:10,Gente do céu que diacho tem esse aplicativo que não deixa age te fazer nada que não reconhece nada .,1,3.0.0,0
91,2021-10-05 05:20:09,Aplicativo muito complicado para pessoas mais velhas,1,3.0.0,0
92,2021-10-05 04:27:46,legal,1,3.0.0,0
93,2021-10-05 04:26:52,"Inútil, não dá pra criar uma conta nele, não consigo acessar minha carteira digital, aí pede pra criar uma conta nessa mrrd e quando tento não vaii, obrigado por nada!",1,3.0.0,0
94,2021-10-05 04:24:19,"Pensa num aplicativo ruim, pois bem é esse, gestão não dá pra fazer simplesmente NADA com ele, estou a semanas tentando fazer o questionário do ENADE pelo site, porém não consigo realizar pois o site está com problema falando que o período de preenchimento já se encerrou, sendo que pode ser feito até o mês 11, pois bem, baixei esse bendito App e ele simplesmente não serve pra fazer nada! Pelo amor de deus ne! Se eu não conseguir fazer esse questionário e pegar meu diploma vai ser culpa de vocês!",1,3.0.0,0
95,2021-10-05 03:40:18,"App horrível tanto esse, quanto a carteira de trabalho, esses apps só servem pra quem já tem cadastro",1,3.0.0,0
96,2021-10-05 02:35:23,app ridiculo absurdo nao funciona nada,1,3.0.0,0
97,2021-10-05 02:31:51,Se possuem dúvidas sobre as dificuldades dos usuários sobre o funcionamento do cadastro de reconhecimento facial é porque não conhecem e não testaram antes para entender.,1,3.0.0,0
98,2021-10-05 02:27:46,"Péssimo app, passei mais de uma uma hora tentando cadastrar minha foto fácil. ZERO ZERO!",1,3.0.0,0
99,2021-10-05 01:48:00,"O problema é no login, ao fazer o login com cpf e senha mostra o erro: ""Nao foi possivel autorizar seu acesso"".",1,3.0.0,0
100,2021-10-05 01:35:32,deixa a desejar,1,3.0.0,0
101,2021-10-05 01:24:29,Muito ruim,1,3.0.0,0
102,2021-10-05 01:16:39,"Aplicativo horrível, principalmente no reconhecimento facial. Se o governo desenvolveu esse aplicativo para facilitar o acesso ao usuário, tenho que dizer, erraram fatalmente.",1,3.0.0,0
104,2021-10-05 00:06:31,"BOA NOITE, FIZ ESTA CONTA NA EXPECTATIVA DE TER ACESSO AOS SERVIÇOS, PORÉM ATÉ HOJE SÓ ABORRECIMENTOS. O RECONHECIMENTO FACIAL É ESTRESSANTE, TENTEI INÚMERAS VEZES, DEPOIS A DIFICULDADE PARA INSERIR O ENDEREÇO TIVE QUE COLOCAR OUTRO E QUANDO CONSEGUI O ACESSO NÃO TEM NADA , NENHUMA OPÇÃO DE SERVIÇO E NEM ORIENTAÇÃO. GOSTARIA DE SABER COMO FAÇO PARA ENCONTRAR OS SERVIÇOS.",1,3.0.0,0
105,2021-10-05 00:02:34,"Não estou conseguindo logar no Aplicativo , está dando erro ''não foi possível autorizar o seu acesso . Verifique suas credenciais e tente novamente'' . Já fiz de tudo e nada adianta preciso que me ajudem a solucionar este problema porque por estar negando acesso eu não estou conseguindo acessar minha habilitação .",1,3.0.0,0
106,2021-10-05 00:02:18,"Paguei 60,00 reais para adquirir minha carteirinha de pesca e não consigo abrir pra imprimir,o que devo fazer.já tenho uma só que está vencida.",1,3.0.0,0
107,2021-10-04 23:41:15,Está dando erro para entrar,1,3.0.0,0
108,2021-10-04 23:38:13,"Nunca avaliei mal um aplicativo, mas esse foi impossível não avaliar. Simplesmente nada funciona e não é possível passar pelo reconhecimento facial. É baixar e deletar. Nem faz sentido existir esse aplicativo na loja. Nada funciona.",1,3.0.0,0
110,2021-10-04 23:34:31,Não consigo acessar.,1,3.0.0,0
112,2021-10-04 22:27:49,"Estou tentando me cadastrar no Gov.br, e não estou conseguindo e consigo entrar porque pede para eu digitar a senha do meu CPF. Purfavo me Oriente pra eu conseguir. Tentei fazer pela caixa Econômica e nadaaaa",1,3.0.0,0
113,2021-10-04 22:18:27,Aplicativo difícil de recuperar senha Reconhecimento facial não identifica o usuário Tem outra opção na qual voce clica mas o aplicativo nem dá sinal que a opção está ali pra ser usada Muito complicado tentei várias formas pra recuperar minha senha e não consigo,1,3.0.0,0
114,2021-10-04 21:33:04,Estou tentando abrir conta mas o reconhecimento facial esta dando erro.,1,3.0.0,0
115,2021-10-04 21:30:19,"Que palhaçada é essa de aumentar nível da conta? Bronze, prata, ouro... É pirâmide MMN? E Mesmo tentando a todo custo aumentar o nível da conta nada funciona. Não adianta. Tudo que vem do governo é um fracasso. Vergonhoso! Falta de respeito com o povo. Melhor nem perder tempo com essas porcarias inventadas para ""melhorar e facilitar a vida do povo""...",1,3.0.0,0
117,2021-10-04 20:59:51,"reconhecimento facial horrível de realizar, é a outra opção pelo Banco é demorada é bem mais chato de fazer",1,3.0.0,0
118,2021-10-04 20:52:34,Consigo acessar no pc normal mas no app so da erro e pede para verificar as credenciais,1,3.0.0,0
119,2021-10-04 20:49:29,Precisa melhorar ta horrivel,1,3.0.0,0
120,2021-10-04 20:35:25,"Quem criou uma mer dessa e igual ao presidente porr.. nao tenho conta no itau serei obrigado a abrir conta no banco Bradesco ou na caixa so para usar o app? Como vou usar? Chamar as igrejas evangélicas, Queiroz para me dar autorização para usar isso",1,3.0.0,0
121,2021-10-04 20:30:19,"Faço login na página gov.br e abre normalmente, mas venho aqui para o aplicativo com a mesma senha e ao tentar logar só dá mensagem de erro: ""Erro, Não foi possível autorizar o seu acesso, verifique suas credenciais e tente novamente."" Mas que credenciais são essas? O que fazer quando ocorre isso?!?!?! Estou cansada de tentar logar nesses aplicativos do governo e só dar erro...",1,3.0.0,0
123,2021-10-04 19:31:20,"O dia inteiro fazer o reconhecimento facial, virando celular de num lado para o outro e simplesmente não dá certo.",1,3.0.0,0
124,2021-10-04 19:09:37,"Esse é, sem dúvida, o melhor jogo de geração de capcha! Em determinado momento, ele conseguiu até me fazer ficar na dúvida se eu era ou não um robô! Para você que precisa apenas acessar a carteirinha de vacinação, muito boa sorte, e tenha muita fé, que você vai conseguir! ;)",1,3.0.0,0
125,2021-10-04 19:01:10,muita burocracia!!!!!,1,3.0.0,0
127,2021-10-04 18:23:19,muito bom,1,3.0.0,0
128,2021-10-04 18:11:27,Burocrático/impreciso,1,3.0.0,0
129,2021-10-04 18:07:29,muito confirmação e pouca navegabilidade,1,3.0.0,0
131,2021-10-04 18:03:00,serviço muito lento 🐌,1,3.0.0,0
132,2021-10-04 18:01:58,"Ao invés de fazer algo mais simples.....nossa para que complicar tanto? Gente por favor, não dá para deixar menos complicado???? Meu acesso foi bloqueado e aí faço o que?",1,3.0.0,0
133,2021-10-04 17:56:37,"Como tudo o que é do governo, não funciona. Reconhecimento facial não funciona.",1,3.0.0,0
134,2021-10-04 17:38:13,"Aplicativo péssimo, é um desserviço para o cidadão.",1,3.0.0,0
137,2021-10-04 17:07:20,não sei,1,3.0.0,0
138,2021-10-04 17:05:17,Estou a mais de 6 horas tentando fazer o reconhecimento facial e so da erro 😱,1,3.0.0,0
140,2021-10-04 16:58:38,PÉSSIMO,1,3.0.0,0
141,2021-10-04 16:22:04,"muita burocracia, complicadíssimo ...",1,3.0.0,0
142,2021-10-04 16:22:03,Nao rezove nada,1,3.0.0,0
144,2021-10-04 15:53:17,"Aplicativo ruim, eu pedi pra recuperar a senha por e-mail mas não chega nada",1,3.0.0,0
145,2021-10-04 15:47:19,"Cometi um dos grandes erros de 2021: permitir a verificação em duas etapas. Após inserir a senha, fico esperando pelo código de acesso enviado para o meu telefone... QUE NUNCA CHEGA!",1,3.0.0,0
146,2021-10-04 15:42:23,"Pediram pra avaliar no começo e eu dei cinco estrelas, mas quando fui usá-lo me arrependi e voltei aqui para fazer justiça, merece zero estrela! Recuperação da senha é ridiculamente Lamentável Resumindo: uma droga!",1,3.0.0,0
147,2021-10-04 15:42:17,"Ok ... antes de instalar o app gov.br eu acessava perfeitamente o app carteira de trabalho digital... agora não está funcionando. Todos os meus dados de onde eu trabalhava já não aparece mais. Apareceu poucas informações nesse app gov.br ...e tem mais erros ... Ao tirar a foto para deixar de ser bronze pra ser ouro, app não reconhece.",1,3.0.0,0
148,2021-10-04 14:53:55,Péssimo. Nem sequer consigo fazer o reconhecimento facial. Pra ter acesso a minha CTPS preciso disso e não consigo fazer. Horrível,1,3.0.0,0
149,2021-10-04 14:53:10,"O numero de reclamaçoes são grandes, sei que os adm nao tem culpa, infelizmente nossos governantes são quem controlam nossos empregos, nosso salario e praticamente nossa vida, somos manitorados e observados 24 hrs. Nem precisa acreditar em Nova Ordem mundial, o Controle em MASSA ja existe faz tempo, só está modernizado. Nascemos pra trabalhar pagar o que comemos e morrer. Essa é a verdade Nua e Crua. Hehe",1,3.0.0,0
150,2021-10-04 14:48:02,"App difícil acesso ,já.tirei um monte de foto e não entra e eu já.pedi ajuda a colegas e não.conseguiram",1,3.0.0,0
151,2021-10-04 14:43:26,"O que acontece com esse app? Estou à horas tentando fazer o reconhecimento facial e o app não registra. Não sou palhaça pra ficar fazendo caras e bocas desnecessários,e o pior,sem nenhum êxito!",1,3.0.0,0
152,2021-10-04 14:34:54,Porquê pelo site consigo acessar e pelo aplicativo não consigo? só da acesso não autorizado tente novamente mas tarde.,1,3.0.0,0
154,2021-10-04 14:27:42,"Horrível diz pra entrar em uma das opções sem senha com o QR code e pra baixa esse aplicativo para le lo mas , após ler fala pra entrar na tela com CPF e senha aí não né e tiração mesmo perca de tempo ...",1,3.0.0,0
155,2021-10-04 14:25:56,"""seu cadastro foi bloqueado. Clique aqui p resolver"" dai tu clica e diz que deu erro. E dai!?",1,3.0.0,0
156,2021-10-04 14:15:55,não gostei serviço ruim,1,3.0.0,0
157,2021-10-04 14:08:56,muito complicado principalmente para idosos,1,3.0.0,0
158,2021-10-04 14:08:46,"Estou com minha mãe, que não tem familiaridade com internet e tecnologia, tentando recuperar sua senha de acesso para poder entrar no ambiente Conect Sus mas não conseguimos. Tentamos inclusive o Internet Bank do Bradesco onde ela tem conta. É muita complicação para utilizar um serviço que tem como objetivo facilitar a vida das pessoas. A impressão que tenho é que o gov.br parte do princípio que todo brasileiro é desonesto, o que é contrário à política do atual Presidente Bolsonaro.",1,3.0.0,0
160,2021-10-04 13:55:40,Estou tentando acessar e me aparece a seguinte mensagem: não foi possível autorizar seu acesso. Verique sua credencial e tente novamente.,1,3.0.0,0
162,2021-10-04 13:27:44,horrível,1,3.0.0,0
163,2021-10-04 13:27:22,Esses sistemas desse governo foram criados p dificultar o acesso aos direitos do cidadão,1,2.2.0,0
164,2021-10-04 12:59:35,Não serve para nada.,1,3.0.0,0
166,2021-10-04 12:52:19,Não presta,1,3.0.0,0
167,2021-10-04 12:51:02,bom,1,3.0.0,0
168,2021-10-04 12:32:19,Preciso de uma ajuda esqueci a minha senha e quando coloco não aparece a opção ver atualizar pelo e-mail aparece pelo banco só que eu não estou conseguindo como faço ?,1,3.0.0,0
169,2021-10-04 12:25:04,"É impossível validar com o reconhecimento facial. Tentei entrar pelo meu CPF + senha além do banco, e sempre o reconhecimento facial não funciona. Por favor arrumem isso, tá horrível e muito estressante!",1,3.0.0,0
171,2021-10-04 12:17:25,Na verdade esse aplicativo é cheio de coisas que eu acho que não tem nada a ver,1,3.0.0,0
172,2021-10-04 12:06:33,Poderia ser mais prático,1,2.2.0,0
173,2021-10-04 12:01:56,muito demorado,1,3.0.0,0
175,2021-10-04 11:22:40,Nunca foi tão fácil ficar com tanta raiva de uma aplicativo que não ajudou em nada,1,3.0.0,0
176,2021-10-04 11:09:19,bom,1,3.0.0,0
177,2021-10-04 10:49:09,"Não existe, não fui,pede uma senha q não existe.",1,3.0.0,0
178,2021-10-04 10:47:57,Não recebo o sms de autenticação de duas etapas do GOV BR. Não consigo acessar minha conta!,1,3.0.0,0
179,2021-10-04 10:26:27,"Muito ruim, fica com problema e pedindo pra aumentar o nível da conta.",1,3.0.0,0
180,2021-10-04 10:10:32,"O aplicativo não faz reconhecimento facial para mudança de nível, afim de acessar as demais funções... Mesmo em ambiente claro e imagem bem nítida!!! Ouvi que alguns programas de reconhecimento facial não identificam bem características físicas sendo de pele negra, parece que quanto mais escura a pele mais difícil de o programa reconhecer... espero que não seja esse o caso, pois a maioria dos brasileiros não é exatamente ""branca""... Precisa aprimorar!!!",1,3.0.0,0
181,2021-10-04 10:07:58,Para quem gosta d jogo d escolher quadradinho ótima opção. NAO FUNCIONA COMO NADA FUNCIONA NESSE GOVERNO FEDERAL.,1,3.0.0,0
182,2021-10-04 09:47:17,Terrível,1,3.0.0,0
183,2021-10-04 03:19:18,Não estou conseguindo nem fazer uma Conta pelo app !,1,3.0.0,0
184,2021-10-04 02:48:16,Lixo,1,3.0.0,0
185,2021-10-04 02:47:35,Não funciona a recuperação de senha. Nem o Fale Conosco. Simplesmente não funciona. 0,1,3.0.0,0
186,2021-10-04 01:30:10,"É lamentável q existe um aplicativo,ainda como este! Simplismente nao serve pra nada mesmo!É um absurdo!!!",1,3.0.0,0
187,2021-10-04 01:25:03,péssimo... processo de login ou recuperação de senha.. não funciona... integração com demais aplicativos do governo também não funciona.,1,3.0.0,0
188,2021-10-04 01:19:29,uma bostanaro,1,3.0.0,0
189,2021-10-04 00:50:52,"Nunca consigo utilizar, já tentei várias vezes o reconhecimento facial e nunca dá certo.",1,3.0.0,0
190,2021-10-04 00:44:43,"Péssimo, não consigo fazer o reconhecimento pelo banco, pois diz q o serviço está indisponível! Pra quê tem essa função então?",1,3.0.0,0
191,2021-10-04 00:31:15,"Reclamei do app e minha qualificação sumiu... Mas repito app muito ruim, nem o reconhecimento facial fez.. não consegui utilizar",1,3.0.0,0
193,2021-10-03 23:42:23,Péssimo não consigo me escrever Enade estou tentando a tarde toda estou com muita raiva.,1,3.0.0,0
194,2021-10-03 23:26:33,Não consigo valudar a senha,1,3.0.0,0
195,2021-10-03 23:18:46,"Não consigo fazer o reconhecimento facial, aliás, isso já fora feito a tempos atrás, agora, o app me informa que não existe meu rosto no banco de dados, é mole?",1,3.0.0,0
196,2021-10-03 23:14:07,"Infelizmente estou dando 1 estrela porque não consigo fazer o reconhecimento facial. Já tentei de todas as formas , local bem iluminado, já pedi pra outra pessoa bater a foto e mesmo assim o erro persiste.",1,3.0.0,1
197,2021-10-03 22:51:04,Tem que pelo menos funcionar... Esperarei a próxima versão,1,3.0.0,0
199,2021-10-03 22:24:51,Não estou conseguindo fazer cadastro,1,3.0.0,0
200,2021-10-03 20:50:35,Aplicativo cheio de bugs. Não funciona.,1,3.0.0,0
202,2021-10-03 20:19:41,"Já fiz tudo isso que me disseram, simplesmente não funciona, dá ERRO enviei o print para vocês por e-mail, é muita incompetente quem desenvolveu esse app",1,3.0.0,0
203,2021-10-03 20:13:45,"Não estou conseguindo fazer o reconhecimento facial, o mesmo está falando que o usuário bloqueiou a opção",1,3.0.0,0
204,2021-10-03 20:10:30,Não consigo atualizar. Fica pendente e não conclui.,1,2.2.0,0
205,2021-10-03 19:47:01,presepada.,1,3.0.0,0
206,2021-10-03 19:29:12,Não funciona nem entrar não entra pra fazer a prova de vida.,1,3.0.0,0
207,2021-10-03 19:17:20,Vou usar e depois avaliar.,1,3.0.0,0
208,2021-10-03 19:16:17,"Péssimo aplicativo! É impressionante como os sistemas do Governo são ruins! Estou tentando recuperar a minha senha há semanas! Enviei fotos de documentos, selfies com o documento, então recebi um e-mail informando que o e-mail cadastrado foi alterado com sucesso. Quando vou cadastrar uma senha utilizando o e-mail, essa opção simplesmente não existe como forma de recuperação. Esse serviço chega a ser vergonhoso, não existe um telefone para atendimento, é uma vergonha! Vocês envergonham esse país!",1,3.0.0,0
209,2021-10-03 19:10:07,"Horrível, estou tentando há dias criar a conta e nada...vai até a parte dos termos de uso apenas, qndo é para reconhecimento facial ou pelos dados cadastrais do banco, da a mensagem internal server error, não basta desenvolver o App é necessário a manutenção do mesmo, uma perca de tempo.",1,3.0.0,0
210,2021-10-03 18:59:58,Complicado e sem chance de pedir ajuda.,1,3.0.0,0
212,2021-10-03 18:40:12,Dezenas e dezenas de tentativas realizando reconhecimento facial e não funciona!,1,3.0.0,0
213,2021-10-03 18:08:43,O sistema de aplicativo e falho to tentando mudar minha senha para tentar fazer login no app so que meu esta inválido era para ter um tipo de avaliação diferente tipo por e-mail ou codigo no whatsapp queria mudar minha senha e meu número de cllr cadastrado mais ate o atual momento não estou conseguindo por causa desses fatores,1,3.0.0,0
214,2021-10-03 17:45:01,"O reconhecimento facial é horrível, trava muito e manda aguardar por horas",1,3.0.0,0
216,2021-10-03 17:40:33,Estou tentando com exaustão um meio de entrar no aplicativo e não consigo. Simplesmente já refiz minha senha umas 5 vezes. E mesmo assim diz que minhas credenciais não estão certas.,1,3.0.0,0
217,2021-10-03 17:10:19,"Estou tentando entrar e não sai da tela inicial do gov.br, eu clico em entra em gov.br e volta mesma tela",1,3.0.0,0
218,2021-10-03 16:58:10,"Um dos piores aplicativos , que não dá pra fazer nada e ainda exigem que vc cadastre o seu banco para poder usar os serviços , um governo incompetente pra variar e ainda mais esse aplicativo que não serve pra nada e sim só querer pegar os seus dados , lamentável .",1,3.0.0,0
221,2021-10-03 16:28:19,Reconhecimento facial lixo. Só dá erro.,1,3.0.0,0
222,2021-10-03 16:21:49,É incrível a ineficiência do Estado. Burocrático ao extremo! Um simples cadastro necessita de inúmeros passos. Por isso privatizar as empresas estatais é necessário. Muita gente ocupando cargos criando empecilhos somente para justificar sua existência.,1,3.0.0,0
223,2021-10-03 16:02:17,"Eu esqueci minha senha, ainda me bloquearam. Impossível conseguir entrar na minha conta. Por isso vemos tantos crimes virtuais, prq as vezes tem tanto crime virtual por aí. Prq dificultam tanto as coisas para quem é do bem.",1,3.0.0,0
