,date,content,title,score
10,2021-09-29 13:52:57,"Péssimo app, como sempre essas coisas do gov ruins! Não autentica, complicado, travado",Muito ruim,1
11,2021-09-28 15:51:01,"Cadastro e senha feitos o sistema não aceita o login. Sempre volta à tela de login. 
A tradicional incompetência do TI pública.",Não faz login,1
12,2021-04-29 16:05:31,"Aplicativo horrível, não funciona!!! Não reconhece as fotos de maneira alguma!",HORRÍVEL,1
13,2021-04-27 02:02:23,"Simplesmente não realiza a validação facial!! Tentei ajudar a minha mãe e ainda assim não conseguimos! Vira pra cá, vira pra lá, e nada de reconhecer. Dá até uma aflição ver o tempo esgotando e nada do app reconhecer o posicionamento do rosto. Experiência frustrante e irritante! Se pudesse dar 0 estrelas eu daria.",Imprestável,1
14,2021-04-26 22:35:03,"Validação facial muito difícil de se executar, tem que tentar muitas vezes para conseguir e fica tão mal feita que é capaz do usuário nem ser reconhecido no próximo acesso.",Validação Facial,1
15,2021-04-26 21:15:10,"Aplicativo nem inicia direito a começar pelo reconhecimento facial que não funciona , corrijam isso autenticação de forma fácil",Biometria facial não funciona,1
16,2021-04-26 11:01:27,"Pede p sorrir, virar o rosto p lá e p cá... tira a bendita da foto e fala “erro de biometria”",“Erro na biometria”,1
17,2021-04-25 14:15:31,"Antes de lançar deveriam ter otimizado os algoritmos de reconhecimento facial. Devem ter milhões de linhas pra a tarefa de cadastro biométrico, porque suga um processamento monstro do celular e no final das contas não serve pra nada, pois não reconhece e não finaliza o processo.

Esforcem-se mais pra deixar o app minimamente funcional antes de colocar em produção! Eu já teria demitido a equipe toda de desenvolvimento por lançar algo assim. Vergonhoso!",Péssimo!,1
18,2021-04-25 12:45:17,"Não funciona ! Tentei mais de 10 vezes, com toda a atenção e procurando seguir as instruções, mas não há conclusão com sucesso. Enorme perda de tempo ! Necessidade urgente de reformulação !",Reconhecimento Facial,1
19,2021-04-24 23:12:47,Lixxooo,Lixo de App,1
20,2021-04-24 04:10:04,Vamos fazer uma biometria ruim mas essa ultrapassou o limite da incompetência. Tem q melhorar mt pra ficar péssimo.,Desista antes de tentar,1
21,2021-04-23 22:08:52,"Esse negócio de vira, pisca, sorri, é horrível, deixem só a validação no dedo ou coloca só o rosto pra autenticar. Coisa difícil",HORRÍVEL,1
22,2021-04-23 20:14:35,O App simplesmente não completa o cadastro. O sistema de biometria facial não funciona!,INOPERANTE,1
23,2021-04-23 19:18:33,Não consegue fazer a coleta dos dados biométricos. Insisti várias vezes!!,Péssimo aplicativo - ainda primitivo!,1
24,2021-04-23 18:55:08,"Porque até agora não consigo validar  o meu rosto já tentei em lugares ao ar livre , no sol, com a câmera e nada. E por conseguinte não consigo entrar no app do meu governo.",Péssimo,1
25,2021-04-23 18:36:42,"Péssimo, não reconhece o rosto em nenhuma circunstância.",Biometria,1
26,2021-04-23 16:39:10,"Já tinha senha cadastrada, mas o app insiste em habilitar o reconhecimento facial. Só que ele não funciona. Já tentei de todas as formas, mas dá erro no final e não posso entrar no aplicativo sem essa fase completa.",Tinha que ser do governo mesmo,1
27,2021-04-22 23:21:27,"App não funciona, leitura facial e um desrespeito fazer virar o rosto e tudo mais e não funcionar, leitura de QR code péssima, qualquer app hj em dia lê menos esse",Horrível,1
28,2021-04-22 19:29:05,"Não é possível que eu tente tantas vezes a a biometria sempre falhe... App mal desenvolvido, essas atualizações do governo conseguiram tornar o que era ruim ainda pior.",Biometria falha.,1
29,2021-04-22 18:01:04,precisa fazer mil vezes pra dar certo a validação facial. por quê vocês complicam tanto?????,mil vezes,1
30,2021-04-22 17:22:13,"Lixo reconhecimento facial, nunca funciona.",Reconhecimento Facial Lixo,1
31,2021-04-22 01:16:10,Demorou muito p conseguir validar a face!,Muito ruim a identificação facial,1
32,2021-04-21 21:18:01,"Tô tirando foto a dois dias não aprova o App oque é preciso pra dar certo? Ou está bufado , fora do sistema ???",Não autentifica fotos,1
33,2021-04-21 00:09:54,A usabilidade do reconhecimento facial é algo que margeia o tragicômico. Nota zero! Os desenvolvedores precisam estudar mais.,Interface aflitiva. Pessimo APP,1
34,2021-04-20 18:46:26,Só estresse com a validação biométrica que não funciona. O app atualmente é inútil.,Validação biométrica não funciona,1
35,2021-04-01 01:05:55,"Aplicativo não funciona para nada! Lento, travando e sequer consegue identificar um rosto de frente ou de lado. Péssimo!",Realmente é o meu governo!,1
36,2021-03-31 18:59:47,"Viro o rosto pra direita e esquerda e nadaaa, na hora de tirar a foto também nao vai, aplicativo horrível",Não consigo recuperar a senha,1
37,2021-02-10 01:27:10,"Não consigo acessar a minha conta. Assim que faço uma nova senha e tento acessar novamente, ele da usuário ou senha inválidos.
Se tento fazer um novo cadastro com meu cpf, informa que já tenho cadastro.",Não consigo acessar,1
38,2021-11-06 16:10:31,O app simplesmente não funciona. Nada mesmo. O reconhecimento facial para validação não reconhece nenhuma ação. O resto do app também não responde.,Validação fotografia não funciona,1
39,2021-11-06 13:12:11,Não acessa.,Não funciona,1
40,2021-11-06 12:39:44,"Já tentei milhares de vezes, não funciona o reconhecimento facial. De forma nenhuma, já fiz sozinha, com ajuda e nada funciona. Deveria ter outra forma de seguir adiante!",Reconhecimento facial não funciona,1
41,2021-11-06 00:58:41,"Horrível, não dá pra cadastrar,  tudo bugado",Péssimo,1
42,2021-11-05 23:24:00,"Estou tentando a dias, e não consigo finalizar…. Pior que ruimmmm",Horrível,1
43,2021-11-05 22:34:13,Não consigo acessar pois não fiz o cadastro e qdo tento aparece q meu celular já está cadastrado com e-mail e número de telefone q não são meus. Tentei contato via App e tb não consigo. Preciso saber com quem posso entrar em contato para resolver essa questão.,CPF cadastrado com dados que não são meus,1
44,2021-11-05 19:22:10,A leitura do QR CODE com erro “Não foi possível acessar o serviço remoto…”,QR CODE não funciona,1
45,2021-11-05 14:26:46,Pede para eu fazer a biometria porém não funciona.,Biometria não funciona,1
46,2021-11-04 20:22:40,"Já tentei milhares de vezes , câmera traseira , dianteira , luz natural, artificial e nada de reconhecer, pelo amor que vocês tenha a Deus, eu preciso acessar informações urgente do banco central!",Reconhecimento facial,1
47,2021-11-03 22:32:38,"Péssimo aplicativo e sistema, só podia ser coisa do governo mesmo",Horrível,1
48,2021-11-03 19:55:11,"reconhecimento facial não funciona, tentei mais 200x e nada, aplicativo feito pra fazer os outros de idiota.",horrível,1
49,2021-11-03 19:16:16,"Do que adianta fazer um aplicativo onde qualquer coisa precisa do reconhecimento facial que não funciona, ja tentai um milhão de vezes cadastrar e não vai! Péssimo….",Horrível,1
50,2021-11-03 18:51:30,"App péssimo, sistema totalmente instável. Várias tentativas, zero solução, sem nenhum suporte. Funcionalidade deixando a desejar! Complicando ainda mais os processos.",Desserviço,1
51,2021-11-03 18:33:42,Funciona no IOS e não funciona no Samsung,Problema,1
52,2021-11-03 17:34:44,"Fui até o final, concedendo um mundo de autorizações, pra nada. Continuo sem a senha e pedindo pra voltar pro início. Como tudo do Governo, tem que ser: complicado, sofrido, prolixo e chato.",Ruim,1
53,2021-11-03 14:39:29,Não consigo me cadastrar simplesmente no gov.br e não consigo resolver muitas coisas devido a falha terrível deste app,Péssimo,1
54,2021-11-03 13:55:29,"Ideia boa com futuro promissor, mas ainda muito instável",Está dando problema direto,1
55,2021-11-02 19:07:39,"Não consigo logar pq a biometria não cadastra.
Ja to com pescoco doendo",Biometria não funciona e não loga,1
56,2021-11-02 15:55:44,"Com a ineficiência do sistema não estou recebendo o código(SMS) para finalizar a recuperação da senha, dificultando o acesso da conta e serviços. Preciso que seja corrigido com urgência.",Verificação em duas etapas,1
57,2021-11-02 15:15:37,"Não estou conseguindo fazer o reconhecimento facial. Segui todas as recomendações do aplicativo e mesmo assim não reconhece meu rosto,",Problema no reconhecimento facial,1
58,2021-11-01 19:18:06,Não sai da primeira página!!!,Péssimo!!!,1
59,2021-10-31 16:16:01,Já tem horas que tenho acessar a conta do sou gov e aparece a mensagem de usuário não autorizado eu acessava normalmente agora apareceu esse erro é nada resolve! Mudo a senha é mesmo assim continua a mensagem de usuário não autozidado👎🏾,Minha conta do sou gov simplesmente não entra,1
60,2021-10-31 15:40:54,"Um lixo, já tentei fazer o reconhecimento facial mil vezes, um lixo!!",Lixo,1
61,2021-10-30 22:13:50,"Não funciona toda hora eu coloco meu cpf tudo que pede mas na hora da erro, vc cria a senha mas diz que é incorreta,diz que  ja foi cadastrado com outro usuário.",Nao baixem não funciona👎👎👎,1
62,2021-10-30 18:33:37,"Péssimo para utilizar, não funciona reconhecimento, mal orientado, ridículo",Péssimo aplicativo,1
63,2021-10-29 21:01:54,"Tentei de tudo. Mas não vai. 
Está com bug. 
Desisti.",Reconhecimento facial não funciona,1
64,2021-10-29 19:32:44,Pra mim não funciona e tirar a foto é impossível.,Marlene Linnemann,1
65,2021-10-29 14:20:49,Corrigir preciso do App urgentemente. Reconhecimento facial não funciona,Reconhecimento facial não funciona,1
66,2021-10-28 23:56:42,"Aproveita seu mandato viu Bolsonaro que nas eleições vc já era, eu votei em vc e me arrependi. Tomara que vc e seus filhos sejam investigados, julgados e presos junto com esse incompetente do Paulo Guedes o pior ministro da fazenda que o Brasil já teve. Cambada de vigaristas. Vou votar no Lula na próxima eleição.",Lixo,1
67,2021-10-28 17:08:27,"Biometria inoperante 
Pagamos uma das mais altas cargas tributárias do planeta nesse país.
Por que não podemos ter um serviço de retorno descente e à altura do que vocês nos cobram para nos “proteger e servir”",Aplicativo Ruim,1
68,2021-10-28 14:33:07,Não consigo mudar minha senha de jeito nenhum. Fala que a pág é falsa!,Péssimo!! Não consigo fazer absolutamente nada,1
69,2021-10-28 12:57:44,"Eu não fiz nenhum cadastro no aplicativo , mas quando fui me cadastrar o app me deu opção de recuperar senha com e-mail  e tel desconhecidos .
Achei muito estranho isso .
Não consegui e nem vou me cadastrar .
Péssimo",Horrível,1
70,2021-10-27 22:57:28,"Não concordo com reconhecimento facial, e quase impossível ficar lendo nos dias de hoje os termos de aprovação do que farão com seus dados e que vc tenha que aceitar as condições impost",Somos Gado de manobra,1
71,2021-10-27 20:00:24,"Verificação em 2 etapas não funciona, SMS não chega no celular cadastrado!!",SMS VERIFICAÇÃO,1
72,2021-10-27 17:55:24,Não consigo aumentar o nível de segurança da minha conta. Logo tenho muitos serviços bloqueados.,Nível de segurança,1
73,2021-10-27 17:39:40,Não sai da parte de reconhecimento facial !! Muito ruim.,Nao funciona,1
74,2021-10-27 14:13:20,Péssimo reconhecimento facial. Nunca da certo.,Péssimo,1
75,2021-10-27 02:54:26,"Dou nota zero pra esse aplicativo essa biometria facial não presta,  já tentei tira foto de todo jeito , tô pra quebrar o pescoço e não é aprovado o governo deveria fazer algo pra facilitar mais não para complicar mais ainda, 
no Brasil tudo é assim cheio de burocracia sem necessidade.",Vamos melhorar assim não dá,1
76,2021-10-27 02:48:30,"Não consigo entender , será que não leem que não conseguimos passar da etapa de cadastro ???","4,7 de nota e todo mundo reclamando",1
77,2021-10-26 18:59:52,Não valida a face. Péssimo!,Biometria,1
78,2021-10-26 17:34:10,"O aplicativo mais ruim que já vi , já estou cansada de tanto esperar , depois que vc reconhece que não é um robô ele não abre .",Péssimo,1
79,2021-10-26 14:10:57,"O App não reconhece a leitura facial, já fiz as instruções umas 20 vezes e não consigo concluir pois a leitura só dá erro",Reconhecimento facial,1
80,2021-10-26 12:44:09,"Perda de tempo, biometria facial nunca consegue ser cadastrada.",Lixo,1
81,2021-10-26 10:22:26,Palhaçada e desrespeito conosco! Um lixo podre! Não percam seu tempo!,Palhaçada,1
82,2021-10-26 04:21:37,"O reconhecimento facial é uma piada, simplesmente não funciona, como tudo que é do governo geralmente não funciona, não era pra menos. Não consigo aumentar o nível da conta para poder fazer os ajustes do perfil e conferir os dados. O time do suporte precisa consertar esse problema urgente.",Para ser RUIM precisar melhorar muito ainda!!!,1
83,2021-10-26 02:11:39,Fico feliz que o meu imposto vai para a criação de um aplicativo que não funciona feito por pessoal incompententes. Que vergonha Brasil,Aplicativo lixo,1
84,2021-10-26 01:58:56,SIMPLESMENTE NÃO CARREGA NO IPHONE,Não funciona no iOS,1
85,2021-10-26 01:21:02,"Não dá nenhuma indicação de porque o reconhecimento não funciona, não tem opção, não tem orientação. O estagiário que fez o aplicativo nunca ouviu falar de “deadlock”.",Reconhecimento facial não funciona,1
86,2021-10-26 00:11:38,Estou há duas semanas tentando cadastrar meu cpf sem sucesso! O app simplesmente não passa do passo de continuar!!! Péssima experiência!,App horrível,1
87,2021-10-25 21:37:00,"Não gostei da ideia de que parar visualizar meus documentos preciso ser membro “bronze ou outro” e para isso deve se conectar com agência bancária, pedindo a senha do cartão… a instituição bancária não aprova esse tipo de informação em app que não seja o seu",Pede senha do cartão,1
88,2021-10-25 18:52:57,"A ferramenta de reconhecimento fácil simplesmente não funciona. Péssimo aplicativo, não funciona nada, precisa urgente de correções!",Horrível,1
89,2021-10-25 13:16:48,"Não funciona o reconhecimento facial, já tentei mais de 20 vezes e o aplicativo da erro sempre. Ou seja, não funciona pra nada, pq para usar as outras funções precisa validar o reconhecimento facial.",RECONHECIMENTO FACIAL,1
90,2021-10-25 07:14:10,"Assim como o app do sus, só ficar uns dias sem abrir esse app que ele esquece de tudo é tem que fazer login novamente 🙄🤦🏻‍♂️

Deveria ser como o app da Carteira Digital de Trânsito que simplesmente funciona sempre que se abre e mesmo sem Internet, pois pelo menos mantém os documentos no cache do app pra acesso rápido. 

Considerando que esse app também carrega os dados da CNH, seria bom se pudesse reunir/concentrar todos os documentos aqui além do CNH e CPF, poderia também carregar o RG e o título de eleitor, cartão do SUS, certificado de reservista, etc afinal pra que um app pra cada documento quando poderia ter tudo num só lugar para maior conveniência e praticidade?

Como o iOS 15.1 suporta documentos na Wallet/carteira, seria incrivelmente prático poder exportar a CNH/RG pra carteira do celular que é bem mais fácil de acessar do que esse app que sempre força a refazer o login toda vez que se uso.","Tem potencial, mas precisa melhorar muito",1
91,2021-10-24 23:48:05,"Eu me pergunto,como pode alguém criar um aplicativo do governo,gente do governo algo importante é não funcionar,eu coloco o cpf para cadastro depois aceito os termos,clico em continuar é simplesmente não vai,é ridículo isso!!",Horrível,1
92,2021-10-24 19:45:16,"Lixo, nunca funciona esse app, sempre da erro, e ainda quer que votamos para ser o melhor app hahaha nunca!!!",Não funciona,1
93,2021-10-23 17:23:19,"Muito bugado,",App péssimo,1
94,2021-10-23 11:28:28,"Só entra até colocar o cpf, depois esse app não carrega mais e não funciona nada",Não funciona,1
95,2021-10-23 08:58:15,"Instalei, tentei 200 vezes até cansar o dedo com escolha de imagens nas 200 tentativas de pressionar o botão “continuar” e depois nas 199 tentativas de “voltar ao início”, mas nada, apenas o cansaço aliado a nenhuma diretriz ou auxílio para burlar a ineficiência sistêmica do Gov.Br. Não sou usuário novato, tenho no mesmo celular o aplicativo do Governo de Portugal (tenho dupla cidadania), porém o de lá funciona perfeitamente, é um Luxo, o de cá é um LIXO!",Lixo!!!! Não funciona!,1
96,2021-10-22 22:31:06,Não faz reconhecimento fácil nem com fotógrafo profissional.,Péssimo,1
97,2021-10-22 21:30:39,Não tem como usar o aplicativo sem fazer reconhecimento facial.,Eu não quero fazer reconhecimento facial,1
98,2021-10-22 20:46:58,"No iOS não funciona para tirar as fotos para reconhecimento facial.

Arrumem isso por favor",Reconhecimento Facial,1
99,2021-10-22 20:15:37,"Eu não consigo nem passar pelo login, a tela fica branca e não vai pra lugar algum.",Login,1
100,2021-10-22 12:47:23,"Aplicativo lixo só carrega e não funciona,tu não consegue gerar nova senha nessa desgraça,lixo lixo servidor lixo ….",Lixo de App !,1
101,2021-10-22 10:53:34,Tenta todos os procedimentos e não funciona!!!,Biometria facial não funciona,1
102,2021-10-22 01:55:20,Tenho o cadastro certinho mas ocorre algum erro no 2fa pois nunca recebo o código de acesso.,2fa,1
103,2021-10-21 23:44:02,Não atualiza e sem atualizar não entra,Uma droga não atualiza a um mês tentando fibra 700 Mn,1
104,2021-10-21 17:26:51,"Ao fazer o login o app solicita o número do telefone para enviar código de confirmação, porém simplesmente não envia o código. Se tento entrar pelo meu banco, idem: nenhum código é enviado. Se entro pelo app Gov.br tbm não me linka com o ConecteSUS. Preciso emitir o meu certificado de vacina e simplesmente não consigo.",Nulidade,1
105,2021-10-21 16:52:27,"Quando coloco CPF na página de criar conta não continua, a página fica travada sem sair do canto.",App bugado,1
106,2021-10-21 16:01:25,Péssimo,Péssimo para reconhecimento facial,1
107,2021-10-21 14:28:45,"Passei semanas tentando fazer o reconhecimento facil, nunca vi algo tao de péssima qualidade quanto esse software utilizado pelo app. Baixando app apenas pq sou obrigado para resolver problemas pessoais etc. SE TIVER OUTRA OPCAO NAO BAIXE O APP.",Reconhecimento Facial PESSIMO,1
108,2021-10-21 14:23:44,Ok,"Muito difícil para recuperar senha, estou a dias tentando.",1
109,2021-10-21 14:11:44,Como um App brasileiro tem como idioma principal o inglês?,Dependentes/sem identidade (como sempre Brasil),1
110,2021-10-21 07:07:02,"Como nada nesse país não funciona, App um lixo não consigo acionar o obturador da câmera no aplicativo, não consigo se quer capturar foto através do aplicativo. App está com erro.",Reconhecimento Facial,1
111,2021-10-21 02:12:31,"Não aguento mais tentar me cadastrar , é quase uma missão impossível 
Tinha que ser do governo",Sem condições,1
112,2021-10-21 00:02:40,Nem consegui cadastrar o cpf. Nada.,Não funcionou para Iphone XR,1
113,2021-10-20 21:33:32,Problemas gigantes pois o aplicativos nao envia o sms de autentitcacao de dois fatores nao consigo acessar sus nem nada por causa desse app pessimo,Acesso de dois fatores nunca funciona,1
114,2021-10-20 14:44:07,"Todas as vezes que tento entrar ele me pede o reconhecimento facial que nunca reconheceu em diferentes câmeras e iluminações. Muito complicado pra resolver e o pior é que após essa pandemia onde tudo tem que resolver e agendar online,
 não tem como resolver nada!",Simplesmente mais uma burocracia que não funciona,1
115,2021-10-20 14:15:57,Aplicativo lixo igual ao governo,Lixo,1
116,2021-10-20 13:22:35,"O aplicativo é ruim, instável e tem design arcaico.",Aplicativo muito frágil,1
117,2021-10-20 12:27:16,"Depois de meses consegui fazer a validação facial, app péssimo",App mt ruim,1
118,2021-10-20 12:03:22,Já tentei várias vezes validar o meu reconhecimento facial mas nunca consigo validar.,Reconhecimento Facial não funciona,1
119,2021-10-20 11:04:05,"Péssimo, não funciona!!! Maior perda de tempo!! Melhorem","Péssimo, Melhorem",1
120,2021-10-19 22:10:17,Vc só consegue baixar o app tanto esse aqui quanto o conect sus que te joga pra essa mesma tela do Gov.br e nenhum dos dois funciona… vc digita o cpf e o captcha e não avança pra concluir o cadastro… desinstalei e baixei de novo os Dois tanto o Conect Sus quanto o Gov.br e ambos não avançam depois do Cpf…. Assim fica díficil né desenvolvedores…se os desenvolvedores fossem chinês funcionava,Ruinzão,1
121,2021-10-19 17:51:19,"De todos os amigos que tenho, todos conseguem fazer o reconhecimento facial. Eu venho tentando há três semanas e nada. Faço todo o procedimento (me sinto um verdadeiro idiota, olhando pro lado, piscando e sorrindo e não reconhece) como todo projeto do estado, eh mto deficiente! Apesar de uma ideia boa e facilitadora. Mas está difícil!!!",Horrível,1
122,2021-10-19 13:24:33,Não reconhece por face e pede a senha do meu banco? Parece mais pegadinha de ladrao,Duvidoso,1
123,2021-10-19 02:46:13,"O aplicativo é péssimo, muito confuso, a biometria não funciona! Um lixo esse aplicativo! Pra ficar ruim tem que melhorar muito!",Horrível,1
124,2021-10-18 21:59:47,É péssimo para se cadastrar! Um horror!,Cadastramento falho,1
125,2021-10-18 14:02:59,"NÃO ABRE NEM PARA COMEÇAR A FAZER CADASTRO E EU PRECISO DO CERTIFICADO DIGITAL E NADA! NO SITE PEDEM CONTA CORRENTE MAS NÃO CONFIO!
LIXO DE APLICATIVO!! NEM LEITURA FACIAL FAZ!

PRECISA DE ATUALIZAÇÃO URGENTE",NÃO FUNCIONA,1
126,2021-10-17 16:14:40,Como todo serviço público no país este aplicativo segue o padrão lixo,Lixo,1
127,2021-10-16 14:19:39,"Se nem o download ele faz, imagino o resto",Nem baixa!,1
128,2021-10-15 23:32:47,Sou obrigado e informar tudo o que o governo ja sabe.,Sem opcao,1
129,2021-10-15 14:24:29,Estou tentando há vários dias fazer a validação facial no app e sempre da o mesmo erro não foi possível acessar o serviço remoto tente após alguns minutos mas já se passaram 5 dias e nada.,Validação facial não funciona,1
130,2021-10-14 16:19:46,Nem abre!,Péssimo,1
131,2021-10-14 01:29:20,"Péssimo o acesso é terrível , demorado , complicado. Já fiz uma vez e toda vez que volto tem que fazer tudo novamente . Não precisa ser tão ruim assim","Terrível o acesso . Demorado, complicado , irritante",1
132,2021-10-14 00:08:28,"Fiquei chocada, nunca tinha visto um aplicativo impossível de entrar.",Para quem é por quem foi desenvolvido este aplicativo?,1
133,2021-10-13 23:09:23,Tem meses que não consigo fazer acesso e nem recuperar senha!!!!,Péssimo!,1
134,2021-10-13 20:04:23,"O reconhecimento facial não funciona, independente tô local, iluminação e etc, já tentei de tudo e estava tudo certo. Também dá erro na tentativa de registrar com o banco.",Difícil de fazer uma conta,1
135,2021-10-13 19:44:04,"Não funciona, tentei de toda forma, restei a senha e mesmo assim não consigo entrar.",Lixo,1
136,2021-10-13 19:40:32,"Nao funciona, autenticação por foto nunca reconhece",Ruim!,1
137,2021-10-13 18:56:42,"Impossível utilizar o app de qualquer maneira, nada carrega.",Não funciona,1
138,2021-10-12 18:43:11,"Esse negócio é falho. Já vi outros app com esse sistema que na primeira da certo, no entanto este nem com mil tentativas deu certo.",Desaprovado,1
139,2021-10-12 16:11:30,Simplesmente não faz o reconhecimento facial! Tentei de todas as formas e o processo vai mais rápido que os movimentos lentos que pede para fazer!,Não funciona,1
140,2021-10-11 21:19:34,Não funciona. Na hora da foto fica repetindo… repetindo… e nada,Avaliação,1
141,2021-10-11 19:44:26,"Aparece mensagem “não é possível realizar o reconhecimento facial, não encontramos dados biométricos em nossas bases.
Precisam corrigir esse erro!",Não abre,1
142,2021-10-11 17:21:42,O reconhecimento facial não está funcionando. Tentei de todas as formas.,Não funciona direito,1
143,2021-10-11 13:22:34,"Não válida o reconhecimento facial, precisa ser melhorado",Reconhecimento facial,1
144,2021-10-11 03:48:44,"Impossível cadastrar a biometria, logo não consigo passar p a categoria prata p acessar meus documentos, péssimo app.",Biometria não funciona,1
145,2021-10-10 07:25:24,"Nada funciona nisso!
Se vc poder a senha já era,pq não dar a opção de recuperação!",Um lixo!,1
146,2021-10-10 01:50:22,"Como sempre coisas do gov são uma mer**, não consigo fazer um simples cadastro pois quando insiro o cpf o continuar não vai nem com a peste",Péssimo,1
147,2021-10-09 15:47:15,"Achei que era um app pra me ajudar não um joguinho que precisa passar de nível 
Não consigo usar pra nada q eu preciso",Pra q serve esse app?,1
148,2021-10-08 22:52:06,"Após a atualização ainda continua ruim. A biometria do celular só serve pra acessar o Gov.br e absolutamente mais nada em nenhum serviço do governo. Impossível fazer o reconhecimento facial, porque o comando na tela para tirar a foto não funciona. Pior: Por causa da inoperância desse app, tive que fazer prova de vida presencial, mas, para minha surpresa, SEIS MESES DEPOIS, no Meu INSS consta como pendente!!!",Péssimo 👎🏻,1
149,2021-10-08 18:28:02,Não funciona o reconhecimento facial,Péssimo,1
150,2021-10-08 15:17:48,"Há dois dias tento fazer o cadastro, mas o programa não vai além da tediosa comprovação de que
não sou um robô. A partir daí trava e
atende o comando de continuar.",Impossível fazer o cadastro,1
151,2021-10-08 13:59:34,Dificuldade para realizar a validação do Cadastro.,Dificuldade para realizar a validação,1
152,2021-10-08 11:54:36,"Lixo de aplicativo, não dá pra fazer nada nisso! Tentei umas 1000 vezes redefinir uma senha eles não enviam o código para o e-mail, realmente uma falta de respeito. Se tivesse como da menos de uma estrela daria.",Aplicativo ruim demais,1
153,2021-10-08 00:33:25,"Nenhuma recuperação senha funciona se o App estiver cadastrado com a verificação em duas etapas.
A mais de mês tento entrar no App e não consigo por conta disso, já tentei por todos os tipos de recuperação e só consigo mudar a senha, mas acessar o App de jeito nenhum.",Nenhuma recuperação senha funciona,1
154,2021-10-07 19:41:13,"O bote nem terminou a frase e o app já está fechando como se tivesse terminado. Tentei algumas vezes e realmente não vale nem uma estrela. Até essa avaliação aqui com quase 5 estrelas é falsa. Um absurdo, em se tratando de algo tão sério.",Não funciona,1
155,2021-10-07 00:10:19,"Estou há semanas tentando realizar o reconhecimento facial e não funciona. Já tentei de todas as formas e tenho um celular com uma boa câmera. Não faz sentido algum uma funcionalidade obrigatória que não funciona em um aplicativo que deveria ser, antes de qualquer coisa, acessível e prático pra todos os públicos. Melhorem isso o quanto antes, pf!!!",Péssima experiência,1
156,2021-10-06 23:57:10,"Não consigo me cadastrar no gov.br  já digitei várias vezes o meu cpf . Clico em bicicletas , colinas , ônibus… a tela trava em continuar . Para mim , por enquanto vou classificar com uma estrela porque não tem a opção sem classificação.",App ruim,1
157,2021-10-06 22:14:29,Ruim,Dificuldade de acesso no DETRAN,1
158,2021-10-06 21:25:51,"Não funcionou de nenhum jeito, pouca luz, muita luz, luz média, sem óculos, to pra virar a cabeça q nem o exorcista e não reconhece e pior q não vai pra frente sem outra opção",Reconhecimento facial,1
159,2021-10-06 20:06:17,"Ativei a validação de duas etapas. Quando logava em qualquer lugar chegava um código pelo aplicativo Gov.br. Porém agora o aplicativo não está mais logado e ao tentar logar nele pede um código de validação que deveria chegar no próprio aplicativo, mas que não chega mais porque não está mais logado. O que eu faço. Não consigo mais acessar e não tem nenhuma outra opção de receber esse código.",Não ativem a validação de duas etapas,1
